"search-number","evaluation","numberagents*","a*","b*","c*","vision*","numberobjects*","objectstrategy*","numberpackets*","numbergroupmax*","d*","fitness","num-replicates","best-fitness-so-far"
"3","400","100","6.800000000000001","0.2","1.8","10","100","""byPackets""","5","1","0","59.05","10","54.45"
"3","410","100","8.6","3.8000000000000003","2.4000000000000004","10","100","""byPackets""","5","1","0","62.5","10","54.45"
"3","420","100","7","2.8000000000000003","3.2","10","100","""byPackets""","5","1","0","57.6","10","54.45"
"3","430","100","7.800000000000001","8.6","9.8","10","100","""byPackets""","5","1","0","57.15","10","54.45"
"3","440","100","2.8000000000000003","1.4000000000000001","5.6000000000000005","10","100","""byPackets""","5","1","0","56.55","10","54.45"
"3","450","100","5.2","5","7.4","10","100","""byPackets""","5","1","0","53.85","10","53.85"
"3","460","100","2.4000000000000004","7.800000000000001","0.4","10","100","""byPackets""","5","1","0","65.2","10","53.85"
"3","470","100","5.4","4.800000000000001","8.6","10","100","""byPackets""","5","1","0","57.9","10","53.85"
"3","480","100","3.8000000000000003","1.6","3.2","10","100","""byPackets""","5","1","0","62.2","10","53.85"
"3","490","100","8","2.4000000000000004","1.2000000000000002","10","100","""byPackets""","5","1","0","62.8","10","53.85"
"3","500","100","9.4","8.4","3.6","10","100","""byPackets""","5","1","0","68.95","10","53.85"
