"search-number","evaluation","numberagents*","a*","b*","c*","vision*","numberobjects*","objectstrategy*","numberpackets*","numbergroupmax*","d*","fitness","num-replicates","best-fitness-so-far"
"3","40","100","0.4","6.2","0.6000000000000001","10","100","""byPackets""","5","1","6.4","63.7","5","54.4"
"3","45","100","3.4000000000000004","7.4","7.6000000000000005","10","100","""byPackets""","5","1","6.2","61.2","5","54.4"
"3","50","100","4.2","7.800000000000001","5.4","10","100","""byPackets""","5","1","8.6","66.1","5","54.4"
"3","55","100","4","9.8","9.4","10","100","""byPackets""","5","1","2.2","56.9","5","54.4"
"3","60","100","2.6","0.8","5.800000000000001","10","100","""byPackets""","5","1","9.4","61.3","5","54.4"
"3","65","100","3","0.6000000000000001","3.2","10","100","""byPackets""","5","1","5.2","55.7","5","54.4"
"3","70","100","7.6000000000000005","1","7","10","100","""byPackets""","5","1","1.6","60.1","5","54.4"
"3","75","100","3.4000000000000004","1.4000000000000001","3.2","10","100","""byPackets""","5","1","8.4","55","5","54.4"
"3","80","100","0.8","1.6","3.8000000000000003","10","100","""byPackets""","5","1","0","57.6","5","54.4"
"3","85","100","5.6000000000000005","0.2","1.4000000000000001","10","100","""byPackets""","5","1","7.4","63","5","54.4"
"3","90","100","0","3.6","0.8","10","100","""byPackets""","5","1","2.4000000000000004","60.7","5","54.4"
"3","95","100","2","9.4","0.6000000000000001","10","100","""byPackets""","5","1","8.200000000000001","61.7","5","54.4"
"3","100","100","3.2","5","2.8000000000000003","10","100","""byPackets""","5","1","6.4","59","5","54.4"
"3","105","100","8.200000000000001","3.8000000000000003","5.4","10","100","""byPackets""","5","1","6.800000000000001","62.1","5","54.4"
"3","110","100","3.4000000000000004","6.4","1.2000000000000002","10","100","""byPackets""","5","1","3.4000000000000004","68.4","5","54.4"
"3","115","100","1.6","8.8","7.4","10","100","""byPackets""","5","1","1.8","57.6","5","54.4"
"3","120","100","2","1","7.4","10","100","""byPackets""","5","1","6.800000000000001","63.4","5","54.4"
"3","125","100","9.8","4.800000000000001","4","10","100","""byPackets""","5","1","9.4","55","5","54.4"
"3","130","100","5","3","6.6000000000000005","10","100","""byPackets""","5","1","1.4000000000000001","62.5","5","54.4"
"3","135","100","1.6","5.800000000000001","5","10","100","""byPackets""","5","1","7.800000000000001","54.1","5","54.1"
"3","140","100","2.4000000000000004","8.6","3","10","100","""byPackets""","5","1","4.6000000000000005","74.3","5","54.1"
"3","145","100","0.8","9.4","8.200000000000001","10","100","""byPackets""","5","1","3.2","59.5","5","54.1"
"3","150","100","2.4000000000000004","5.4","1","10","100","""byPackets""","5","1","9.200000000000001","63.2","5","54.1"
"3","155","100","6.6000000000000005","0","8.6","10","100","""byPackets""","5","1","6.6000000000000005","58.3","5","54.1"
"3","160","100","0.8","5.800000000000001","10","10","100","""byPackets""","5","1","9","62.2","5","54.1"
"3","165","100","3.2","2.6","0","10","100","""byPackets""","5","1","7","61.7","5","54.1"
"3","170","100","1.6","6.2","7.4","10","100","""byPackets""","5","1","4.4","63.5","5","54.1"
"3","175","100","4","1.2000000000000002","7.4","10","100","""byPackets""","5","1","3.2","68.6","5","54.1"
"3","180","100","4.4","7.2","2.6","10","100","""byPackets""","5","1","10","63","5","54.1"
"3","185","100","0.4","5.4","6.2","10","100","""byPackets""","5","1","8.6","61","5","54.1"
"3","190","100","9.600000000000001","9.200000000000001","6.2","10","100","""byPackets""","5","1","4","58.5","5","54.1"
"3","195","100","4.6000000000000005","5","8","10","100","""byPackets""","5","1","1.8","55.1","5","54.1"
"3","200","100","3.6","9","2","10","100","""byPackets""","5","1","8.8","62.3","5","54.1"
"3","205","100","2.6","0.2","5.4","10","100","""byPackets""","5","1","7","60.2","5","54.1"
"3","210","100","5","6.2","3.2","10","100","""byPackets""","5","1","2.8000000000000003","68.2","5","54.1"
"3","215","100","0.8","4.2","5.4","10","100","""byPackets""","5","1","0.8","63","5","54.1"
"3","220","100","1.4000000000000001","0.8","5.800000000000001","10","100","""byPackets""","5","1","7.800000000000001","58.8","5","54.1"
"3","225","100","1.4000000000000001","4.4","4.800000000000001","10","100","""byPackets""","5","1","1","58","5","54.1"
"3","230","100","4.4","2.4000000000000004","6.6000000000000005","10","100","""byPackets""","5","1","10","65.4","5","54.1"
"3","235","100","1.6","0.8","1.6","10","100","""byPackets""","5","1","8.4","56.9","5","54.1"
"3","240","100","6.2","6.2","9.4","10","100","""byPackets""","5","1","3.2","56.8","5","54.1"
"3","245","100","0.8","1.6","7.2","10","100","""byPackets""","5","1","2.8000000000000003","57.8","5","54.1"
"3","250","100","2.4000000000000004","3.2","0","10","100","""byPackets""","5","1","9.4","68.8","5","54.1"
"3","255","100","6.2","0.4","7","10","100","""byPackets""","5","1","8.6","62.4","5","54.1"
"3","260","100","0.4","5.4","6.2","10","100","""byPackets""","5","1","0.8","53.4","5","53.4"
"3","265","100","4.800000000000001","6.2","9.4","10","100","""byPackets""","5","1","3.2","62.6","5","53.4"
"3","270","100","9.4","9.8","9.4","10","100","""byPackets""","5","1","1.6","60.6","5","53.4"
"3","275","100","9.8","4.800000000000001","4","10","100","""byPackets""","5","1","3.2","62.7","5","53.4"
"3","280","100","5","3","6.6000000000000005","10","100","""byPackets""","5","1","4","62.1","5","53.4"
"3","285","100","3.4000000000000004","6.2","3.2","10","100","""byPackets""","5","1","7.6000000000000005","58.8","5","53.4"
"3","290","100","4.4","7.2","2.6","10","100","""byPackets""","5","1","2.8000000000000003","54.7","5","53.4"
"3","295","100","4","1","1.6","10","100","""byPackets""","5","1","8.6","62.7","5","53.4"
"3","300","100","1.8","4.4","5","10","100","""byPackets""","5","1","5.2","60.9","5","53.4"
"3","305","100","1.2000000000000002","4.4","4.800000000000001","10","100","""byPackets""","5","1","0.8","55.3","5","53.4"
"3","310","100","7.800000000000001","1","7","10","100","""byPackets""","5","1","1.6","62.1","5","53.4"
"3","315","100","0.4","6.2","4.2","10","100","""byPackets""","5","1","9.4","62.7","5","53.4"
"3","320","100","9.8","4.800000000000001","0.6000000000000001","10","100","""byPackets""","5","1","6.4","66.1","5","53.4"
"3","325","100","7.6000000000000005","1","7","10","100","""byPackets""","5","1","9","56.3","5","53.4"
"3","330","100","0.8","2","3.8000000000000003","10","100","""byPackets""","5","1","1.6","61.5","5","53.4"
"3","335","100","3.2","10","9.4","10","100","""byPackets""","5","1","2.2","66.3","5","53.4"
"3","340","100","4","2.8000000000000003","0","10","100","""byPackets""","5","1","7","63.3","5","53.4"
"3","345","100","6.2","5.2","7.6000000000000005","10","100","""byPackets""","5","1","6.2","64.4","5","53.4"
"3","350","100","3.4000000000000004","6.2","9.4","10","100","""byPackets""","5","1","3.2","64.7","5","53.4"
"3","355","100","1.6","5.800000000000001","5","10","100","""byPackets""","5","1","6.6000000000000005","59.8","5","53.4"
"3","360","100","6.6000000000000005","0","8.6","10","100","""byPackets""","5","1","7.800000000000001","61.1","5","53.4"
"3","365","100","9.600000000000001","4.800000000000001","4","10","100","""byPackets""","5","1","9.4","56.5","5","53.4"
"3","370","100","1.6","9.4","7.4","10","100","""byPackets""","5","1","1.8","60.2","5","53.4"
"3","375","100","3.4000000000000004","1.4000000000000001","1.6","10","100","""byPackets""","5","1","8.200000000000001","58.7","5","53.4"
"3","380","100","2","9.4","0","10","100","""byPackets""","5","1","4.2","66.3","5","53.4"
"3","385","100","1.6","8.8","7.4","10","100","""byPackets""","5","1","10","57.5","5","53.4"
"3","390","100","0.8","1.6","3.8000000000000003","10","100","""byPackets""","5","1","1.6","62","5","53.4"
