"search-number","evaluation","numberagents*","a*","b*","c*","vision*","numberobjects*","objectstrategy*","numberpackets*","numbergroupmax*","d*","fitness","num-replicates","best-fitness-so-far"
"2","445","100","5.4","10","8","10","100","""byRandom""","5","5","10","105.4","5","95.7"
"3","5","100","1.6","9.4","8.8","10","100","""byRandom""","5","5","5.4","116.4","5","116.4"
"3","10","100","1.4000000000000001","10","8.200000000000001","10","100","""byRandom""","5","5","5.800000000000001","120.4","5","116.4"
"3","15","100","6.6000000000000005","0.8","0.4","10","100","""byRandom""","5","5","3.4000000000000004","113.5","5","113.5"
"3","20","100","6.800000000000001","2.4000000000000004","2.4000000000000004","10","100","""byRandom""","5","5","2.6","118.8","5","113.5"
"3","25","100","4.4","2.4000000000000004","2.4000000000000004","10","100","""byRandom""","5","5","4.6000000000000005","120.5","5","113.5"
"3","30","100","0","4.6000000000000005","6.6000000000000005","10","100","""byRandom""","5","5","6.2","107.9","5","107.9"
"3","35","100","7.800000000000001","9.4","0.2","10","100","""byRandom""","5","5","0","141.7","5","107.9"
"3","40","100","3.6","7.4","4.2","10","100","""byRandom""","5","5","6","114","5","107.9"
"3","45","100","0.4","6.2","7.800000000000001","10","100","""byRandom""","5","5","6.4","112","5","107.9"
"3","50","100","4.2","5.4","6.800000000000001","10","100","""byRandom""","5","5","0","118.7","5","107.9"
"3","55","100","0","8.4","3.4000000000000004","10","100","""byRandom""","5","5","2","130.6","5","107.9"
"3","60","100","2.4000000000000004","8.8","0","10","100","""byRandom""","5","5","1.8","134.4","5","107.9"
"3","65","100","2.6","8.6","3.2","10","100","""byRandom""","5","5","0.8","136.1","5","107.9"
"3","70","100","6.4","3.2","6","10","100","""byRandom""","5","5","2.4000000000000004","112.7","5","107.9"
"3","75","100","4.2","4.800000000000001","9.200000000000001","10","100","""byRandom""","5","5","2.2","113.1","5","107.9"
"3","80","100","9.4","4.4","6.6000000000000005","10","100","""byRandom""","5","5","6.4","115.3","5","107.9"
"3","85","100","7.800000000000001","1.4000000000000001","5.4","10","100","""byRandom""","5","5","9.8","116.2","5","107.9"
"3","90","100","7","4","8","10","100","""byRandom""","5","5","7.800000000000001","125.8","5","107.9"
"3","95","100","5.6000000000000005","5.4","7.800000000000001","10","100","""byRandom""","5","5","0.6000000000000001","130.8","5","107.9"
"3","100","100","3.6","0","1.2000000000000002","10","100","""byRandom""","5","5","9.4","115.7","5","107.9"
"3","105","100","8.8","7.6000000000000005","0.8","10","100","""byRandom""","5","5","1.6","131.1","5","107.9"
"3","110","100","3.8000000000000003","3.8000000000000003","6.800000000000001","10","100","""byRandom""","5","5","5.2","116.9","5","107.9"
"3","115","100","3.2","6.4","2.8000000000000003","10","100","""byRandom""","5","5","3.2","139.2","5","107.9"
"3","120","100","5.4","6","6.800000000000001","10","100","""byRandom""","5","5","9.4","108.4","5","107.9"
"3","125","100","6.6000000000000005","7.4","7.6000000000000005","10","100","""byRandom""","5","5","5.4","122","5","107.9"
"3","130","100","0","5.2","8.6","10","100","""byRandom""","5","5","7.800000000000001","112.9","5","107.9"
"3","135","100","0.8","1.8","7.2","10","100","""byRandom""","5","5","10","126.5","5","107.9"
"3","140","100","1.6","0.8","8.4","10","100","""byRandom""","5","5","8.6","120.5","5","107.9"
"3","145","100","7.2","5.6000000000000005","8.200000000000001","10","100","""byRandom""","5","5","0.8","111","5","107.9"
"3","150","100","2.6","0.8","1.2000000000000002","10","100","""byRandom""","5","5","4","114.3","5","107.9"
"3","155","100","0","3","5.6000000000000005","10","100","""byRandom""","5","5","7","108.2","5","107.9"
"3","160","100","3.4000000000000004","2.6","5","10","100","""byRandom""","5","5","4.6000000000000005","113.1","5","107.9"
"3","165","100","7.4","2.2","6.4","10","100","""byRandom""","5","5","5","109.8","5","107.9"
"3","170","100","2","2.8000000000000003","4.4","10","100","""byRandom""","5","5","9.4","113.8","5","107.9"
"3","175","100","8.6","3.8000000000000003","5.2","10","100","""byRandom""","5","5","8","133","5","107.9"
"3","180","100","6.4","0","7.800000000000001","10","100","""byRandom""","5","5","5","95.3","5","95.3"
"3","185","100","0","3","8.4","10","100","""byRandom""","5","5","7.800000000000001","106.2","5","95.3"
"3","190","100","4.800000000000001","5.4","2.6","10","100","""byRandom""","5","5","6.2","98.2","5","95.3"
"3","195","100","7.4","9.8","0.2","10","100","""byRandom""","5","5","7.800000000000001","144","5","95.3"
"3","200","100","2.6","7","1.6","10","100","""byRandom""","5","5","5.4","127.1","5","95.3"
"3","205","100","9.600000000000001","3.6","7.6000000000000005","10","100","""byRandom""","5","5","5.2","110.6","5","95.3"
"3","210","100","6.4","1.2000000000000002","9.4","10","100","""byRandom""","5","5","1.6","112.2","5","95.3"
"3","215","100","3.2","5.2","4.2","10","100","""byRandom""","5","5","3.4000000000000004","118.1","5","95.3"
"3","220","100","0.4","5.4","8.200000000000001","10","100","""byRandom""","5","5","3","107.7","5","95.3"
"3","225","100","0.8","0.4","2.4000000000000004","10","100","""byRandom""","5","5","0.2","112.8","5","95.3"
"3","230","100","3.4000000000000004","7.800000000000001","5.800000000000001","10","100","""byRandom""","5","5","0.8","119.6","5","95.3"
"3","235","100","3.6","3.2","5.800000000000001","10","100","""byRandom""","5","5","5.4","107.7","5","95.3"
"3","240","100","8.6","6.2","2.4000000000000004","10","100","""byRandom""","5","5","7.2","114.1","5","95.3"
"3","245","100","7.800000000000001","2.6","5.4","10","100","""byRandom""","5","5","2.2","114.9","5","95.3"
"3","250","100","4","5.4","7.6000000000000005","10","100","""byRandom""","5","5","6.4","104","5","95.3"
"3","255","100","5.4","1.2000000000000002","6.4","10","100","""byRandom""","5","5","2.2","105.1","5","95.3"
"3","260","100","6.4","6","6.800000000000001","10","100","""byRandom""","5","5","9.4","109.5","5","95.3"
"3","265","100","0.4","6.2","8","10","100","""byRandom""","5","5","6.4","115.4","5","95.3"
"3","270","100","0.2","6.2","7.800000000000001","10","100","""byRandom""","5","5","6.4","123.8","5","95.3"
"3","275","100","4","5.4","7.6000000000000005","10","100","""byRandom""","5","5","9.4","121.2","5","95.3"
"3","280","100","6.4","3.2","6","10","100","""byRandom""","5","5","8.200000000000001","111.4","5","95.3"
"3","285","100","0","6.2","8.200000000000001","10","100","""byRandom""","5","5","3","114","5","95.3"
"3","290","100","0.4","2.8000000000000003","5.6000000000000005","10","100","""byRandom""","5","5","7","100.9","5","95.3"
"3","295","100","4","6.2","4.4","10","100","""byRandom""","5","5","6.2","124.9","5","95.3"
"3","300","100","4.800000000000001","6.2","10","10","100","""byRandom""","5","5","6.4","114.1","5","95.3"
"3","305","100","0","5.800000000000001","7.6000000000000005","10","100","""byRandom""","5","5","0.8","133","5","95.3"
"3","310","100","7.4","5.4","0.8","10","100","""byRandom""","5","5","7.800000000000001","125.2","5","95.3"
"3","315","100","4.800000000000001","5.4","7.6000000000000005","10","100","""byRandom""","5","5","6.4","110.9","5","95.3"
"3","320","100","5.800000000000001","0","6.800000000000001","10","100","""byRandom""","5","5","9.4","112.1","5","95.3"
"3","325","100","5.4","0.2","1.2000000000000002","10","100","""byRandom""","5","5","9.4","111.5","5","95.3"
"3","330","100","4","3","5.6000000000000005","10","100","""byRandom""","5","5","7","115.1","5","95.3"
"3","335","100","9.4","5.4","8.6","10","100","""byRandom""","5","5","9.4","119.9","5","95.3"
"3","340","100","0","3","5.6000000000000005","10","100","""byRandom""","5","5","0.8","107.9","5","95.3"
"3","345","100","3.4000000000000004","7.800000000000001","5.2","10","100","""byRandom""","5","5","7","104","5","95.3"
"3","350","100","6.6000000000000005","0.8","5.800000000000001","10","100","""byRandom""","5","5","5.4","107.7","5","95.3"
"3","355","100","3.6","3.2","0.4","10","100","""byRandom""","5","5","3.4000000000000004","130.8","5","95.3"
"3","360","100","0","3","7.4","10","100","""byRandom""","5","5","5.2","121.2","5","95.3"
"3","365","100","3.8000000000000003","3.8000000000000003","9","10","100","""byRandom""","5","5","4.800000000000001","105.5","5","95.3"
"3","370","100","7.800000000000001","2.6","4","10","100","""byRandom""","5","5","6","126.5","5","95.3"
"3","375","100","3.6","7.4","5.2","10","100","""byRandom""","5","5","2.2","110.7","5","95.3"
"3","380","100","5.4","6.6000000000000005","6.800000000000001","10","100","""byRandom""","5","5","6.2","128.2","5","95.3"
"3","385","100","3.6","7.4","4.2","10","100","""byRandom""","5","5","9.200000000000001","120.3","5","95.3"
